DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval,totcnt,usdval,usdcnt
20011231,0.017854,0.016573,0.057720,0.055952,0.007574,1148.08,13848178200.00,7437,13565467600.00,7407
20020131,-0.015966,-0.016921,0.018192,0.017193,-0.015574,1130.20,13623211900.00,7389,13825922100.00,7371
20020228,-0.021700,-0.023066,-0.033065,-0.034169,-0.020766,1106.73,13319767600.00,7349,13609085100.00,7329
20020328,0.044698,0.043730,0.074650,0.073227,0.036739,1147.39,13941476700.00,7322,13303747000.00,7293
20020430,-0.049600,-0.050504,-0.003165,-0.004319,-0.061418,1076.92,13268193800.00,7266,13934924100.00,7239
20020531,-0.010510,-0.011958,-0.015507,-0.016973,-0.009081,1067.14,13220221100.00,7237,13240158500.00,7209
20020628,-0.070259,-0.071515,-0.067317,-0.068724,-0.072465,989.81,12329875500.00,7214,13206811000.00,7180
20020731,-0.081125,-0.082310,-0.107497,-0.108516,-0.078995,911.62,11336304200.00,7187,12312162200.00,7156
20020830,0.007949,0.006405,0.006337,0.005059,0.004881,916.07,11398403100.00,7126,11325174000.00,7111
20020930,-0.099923,-0.101387,-0.084490,-0.085871,-0.110013,815.29,10241738600.00,7096,11380879500.00,7076
20021031,0.074940,0.073522,0.042773,0.041581,0.086436,885.76,11003231400.00,7056,10231697400.00,7020
20021129,0.061282,0.059612,0.117775,0.116389,0.057070,936.31,11659670600.00,7056,10974518300.00,7006
20021231,-0.053334,-0.054977,-0.040159,-0.042056,-0.060333,879.82,11029741700.00,7020,11649204500.00,6991
20030131,-0.023367,-0.024576,0.006068,0.004703,-0.027415,855.70,10757369900.00,6974,11017322900.00,6957
20030228,-0.015417,-0.017243,-0.021448,-0.022694,-0.017004,841.15,10568696100.00,6937,10748937000.00,6920
20030331,0.010321,0.008901,0.009434,0.007553,0.008358,848.18,10672373100.00,6870,10545607300.00,6857
20030430,0.082768,0.081180,0.098231,0.096693,0.081044,916.92,11542163800.00,6834,10609326700.00,6815
20030530,0.063471,0.061778,0.133178,0.131672,0.050899,963.59,12251384900.00,6795,11537185600.00,6778
20030630,0.016346,0.014797,0.049745,0.048073,0.011322,974.50,12448794300.00,6774,12244898700.00,6749
20030731,0.023112,0.021764,0.061927,0.060521,0.016224,990.31,12723890200.00,6742,12435402100.00,6714
20030829,0.024965,0.023486,0.047429,0.045976,0.017873,1008.01,13039377600.00,6715,12708175200.00,6689
20030930,-0.009120,-0.010607,0.025239,0.023649,-0.011944,995.97,12959560100.00,6709,13031810500.00,6680
20031031,0.060361,0.058882,0.080954,0.079414,0.054962,1050.71,13736339500.00,6703,12951850400.00,6670
20031128,0.016594,0.015052,0.038147,0.036667,0.007129,1058.20,13967735900.00,6688,13718413100.00,6653
20031231,0.045476,0.043820,0.038909,0.036919,0.050765,1111.92,14581819400.00,6690,13937615000.00,6640
20040130,0.023042,0.022019,0.065763,0.064746,0.017276,1131.13,14913081600.00,6693,14573697100.00,6650
20040227,0.015443,0.013958,0.013720,0.012522,0.012209,1144.94,15166342000.00,6697,14895093800.00,6655
20040331,-0.010662,-0.011985,0.006293,0.004664,-0.016359,1126.21,15037206200.00,6705,15151576000.00,6666
20040430,-0.024222,-0.025568,-0.043590,-0.044794,-0.016791,1107.30,14677486500.00,6691,14932476900.00,6657
20040528,0.014068,0.012384,0.002593,0.000918,0.012083,1120.68,14886272900.00,6691,14667895700.00,6653
20040630,0.021611,0.020049,0.022731,0.021000,0.017989,1140.84,15187691900.00,6693,14872361300.00,6649
20040730,-0.037698,-0.038792,-0.051091,-0.052318,-0.034291,1101.72,14611313300.00,6696,15105705400.00,6640
20040831,0.002703,0.001058,-0.004740,-0.006206,0.002287,1104.24,14639197500.00,6691,14596082800.00,6658
20040930,0.020556,0.019099,0.041601,0.040010,0.009364,1114.58,14920472000.00,6706,14624553700.00,6667
20041029,0.017806,0.016579,0.020845,0.019635,0.014014,1130.20,15142568300.00,6720,14851981800.00,6666
20041130,0.048214,0.044320,0.079935,0.078356,0.038595,1173.82,15892686600.00,6718,15114108200.00,6680
20041231,0.035170,0.033414,0.052928,0.050633,0.032458,1211.92,16455382200.00,6732,15837420400.00,6679
20050131,-0.026546,-0.027399,-0.029282,-0.030146,-0.025290,1181.27,16003221100.00,6719,16432206400.00,6691
20050228,0.022646,0.020810,0.016643,0.015381,0.018903,1203.60,16348814000.00,6729,15994345100.00,6686
20050331,-0.016944,-0.018578,-0.031842,-0.033588,-0.019118,1180.59,16073145000.00,6732,16308014100.00,6695
20050429,-0.025206,-0.026590,-0.046512,-0.047919,-0.020109,1156.85,15652628600.00,6723,16048445200.00,6690
20050531,0.037954,0.036151,0.043820,0.042220,0.029952,1191.50,16208529900.00,6723,15637305800.00,6682
20050630,0.011529,0.009905,0.032139,0.030197,-0.000143,1191.33,16379346500.00,6752,16188761500.00,6688
20050729,0.043357,0.042251,0.058751,0.057705,0.035968,1234.18,17064941900.00,6749,16346092100.00,6704
20050831,-0.005958,-0.007776,-0.007216,-0.008587,-0.011222,1220.33,16915944500.00,6746,16958576300.00,6692
20050930,0.010600,0.009331,0.010533,0.009016,0.006949,1228.81,17079651100.00,6744,16896477300.00,6707
20051031,-0.020866,-0.021974,-0.033876,-0.035031,-0.017741,1207.01,16699604800.00,6739,16990654500.00,6692
20051130,0.040326,0.038073,0.034319,0.032775,0.035186,1249.48,17357113700.00,6746,16661347400.00,6698
20051230,0.003458,0.001884,0.013486,0.011157,-0.000952,1248.29,17375549600.00,6748,17307486900.00,6695
20060131,0.040072,0.038966,0.076354,0.075150,0.025467,1280.08,17999559800.00,6723,17306418200.00,6700
20060228,-0.001639,-0.003552,0.004836,0.003476,0.000453,1280.66,17988632900.00,6720,17968663800.00,6681
20060331,0.019065,0.017598,0.036978,0.035232,0.011065,1294.83,18309606900.00,6733,17945445700.00,6688
20060428,0.013000,0.011530,0.009791,0.008497,0.012187,1310.61,18447495800.00,6731,18193856300.00,6691
20060531,-0.031032,-0.033010,-0.044331,-0.045982,-0.030917,1270.09,17856804400.00,6741,18388442600.00,6687
20060630,-0.000391,-0.001887,-0.008479,-0.010474,0.000087,1270.20,17830180800.00,6795,17816904600.00,6709
20060731,-0.001912,-0.002955,-0.022698,-0.023752,0.005086,1276.66,17766489300.00,6786,17806248100.00,6753
20060831,0.025041,0.022968,0.025011,0.023562,0.021274,1303.82,18104286800.00,6787,17712171900.00,6759
20060929,0.019425,0.018110,0.009002,0.007433,0.024566,1335.85,18424728400.00,6813,18095258700.00,6757
20061031,0.037153,0.036107,0.046186,0.045160,0.031508,1377.94,19076842400.00,6831,18363723200.00,6761
20061130,0.023736,0.021374,0.031168,0.029505,0.016467,1400.63,19461563000.00,6843,18977216000.00,6777
20061229,0.010857,0.009154,0.014799,0.012584,0.012616,1418.30,19619322200.00,6852,19398602600.00,6794
20070131,0.019387,0.018452,0.022283,0.021357,0.014059,1438.24,19944053500.00,6851,19488375100.00,6791
20070228,-0.014006,-0.015996,0.002111,0.000857,-0.021846,1406.82,19605264100.00,6891,19891453500.00,6810
20070330,0.012954,0.011479,0.006545,0.004805,0.009980,1420.86,19860565600.00,6915,19525945700.00,6851
20070430,0.039834,0.038470,0.027048,0.025772,0.043291,1482.37,20591721200.00,6918,19811706400.00,6861
20070531,0.038953,0.036666,0.023123,0.021362,0.032549,1530.62,21313415600.00,6957,20553158500.00,6867
20070629,-0.014747,-0.016110,-0.007907,-0.009857,-0.017816,1503.35,20948255300.00,6960,21270569900.00,6890
20070731,-0.031790,-0.032792,-0.043537,-0.044642,-0.031982,1455.27,20203332100.00,6963,20869276400.00,6910
20070831,0.011593,0.009641,-0.011712,-0.013287,0.012864,1473.99,20380196000.00,6961,20157485000.00,6906
20070928,0.040822,0.039306,0.025364,0.023661,0.035794,1526.75,21127714800.00,6950,20315620700.00,6915
20071031,0.025910,0.024770,0.017406,0.016144,0.014822,1549.38,21531420900.00,6968,20994621400.00,6892
20071130,-0.049362,-0.051309,-0.076621,-0.078123,-0.044043,1481.14,20313135400.00,6987,21397970100.00,6916
20071231,-0.004405,-0.006493,-0.011018,-0.014312,-0.008628,1468.36,20221926400.00,7002,20269481400.00,6937
20080131,-0.062218,-0.063321,-0.045066,-0.046160,-0.061163,1378.55,18903017000.00,7003,20179795800.00,6971
20080229,-0.021697,-0.023636,-0.021401,-0.022916,-0.034761,1330.63,18381105800.00,6983,18875459000.00,6949
20080331,-0.010444,-0.012186,-0.025309,-0.027567,-0.005960,1322.70,18186786400.00,6958,18358774100.00,6931
20080430,0.051199,0.049876,0.031907,0.030490,0.047547,1385.59,19070026000.00,6953,18161277600.00,6916
20080530,0.023935,0.021621,0.031787,0.029774,0.010674,1400.38,19466821800.00,6953,19050641200.00,6908
20080630,-0.078436,-0.080249,-0.086592,-0.088706,-0.085962,1280.00,17930526700.00,6955,19438571100.00,6916
20080731,-0.013413,-0.014760,-0.001295,-0.002657,-0.009859,1267.38,17667684500.00,6939,17890725000.00,6903
20080829,0.010597,0.008608,0.013023,0.011122,0.012191,1282.83,17817620600.00,6916,17635252800.00,6899
20080930,-0.098172,-0.099959,-0.120112,-0.122208,-0.090791,1166.36,16076541900.00,6879,17776409300.00,6856
20081031,-0.184838,-0.186323,-0.205222,-0.206835,-0.169425,968.75,13038438500.00,6835,16029897200.00,6824
20081128,-0.084686,-0.087425,-0.130321,-0.132591,-0.074849,896.24,11871833200.00,6828,12964307400.00,6787
20081231,0.022231,0.019164,0.042176,0.037024,0.007822,903.25,12140763400.00,6789,11847385700.00,6771
20090130,-0.077475,-0.078867,-0.024042,-0.025384,-0.085657,825.88,11172489200.00,6757,12088692300.00,6743
20090227,-0.100175,-0.103362,-0.107606,-0.109708,-0.109931,735.09,9984569630.00,6710,11164666200.00,6698
20090331,0.086813,0.083558,0.107474,0.104391,0.085405,797.87,10732522500.00,6665,9892198390.00,6658
20090430,0.109483,0.107649,0.192762,0.190929,0.093925,872.81,11898258500.00,6635,10713298200.00,6617
20090529,0.067797,0.065147,0.102330,0.100210,0.053081,919.14,12744913100.00,6598,11897459200.00,6585
20090630,-0.003020,-0.004963,0.023921,0.021352,0.000196,919.32,12743752600.00,6575,12739773600.00,6545
20090731,0.081792,0.080374,0.085217,0.083763,0.074142,987.48,13795579800.00,6563,12730977600.00,6540
20090831,0.031514,0.029356,0.056864,0.055310,0.033560,1020.62,14270576100.00,6544,13771127400.00,6527
20090930,0.045288,0.043651,0.071255,0.069383,0.035723,1057.08,14995594700.00,6551,14261152200.00,6514
20091030,-0.028079,-0.029333,-0.050612,-0.051739,-0.019762,1036.19,14534048200.00,6550,14908269000.00,6508
20091130,0.057086,0.054630,0.028476,0.026485,0.057364,1095.63,15343940600.00,6561,14463432400.00,6507
20091231,0.028486,0.026461,0.055001,0.051972,0.017771,1115.10,15821841000.00,6558,15320304500.00,6510
20100129,-0.037186,-0.038198,-0.011388,-0.012292,-0.036974,1073.87,15212007500.00,6566,15802760000.00,6525
20100226,0.034754,0.032667,0.033603,0.032232,0.028514,1104.49,15712601200.00,6564,15165048900.00,6528
20100331,0.063688,0.062005,0.069289,0.067252,0.058796,1169.43,16756947600.00,6557,15687289100.00,6517
20100430,0.020039,0.018928,0.057844,0.056698,0.014759,1186.69,17094149400.00,6582,16737755300.00,6528
20100528,-0.079267,-0.081355,-0.076929,-0.078435,-0.081976,1089.41,15720143600.00,6574,17086922800.00,6541
20100630,-0.050802,-0.052542,-0.056799,-0.058868,-0.053882,1030.71,14866834900.00,6588,15627541700.00,6537
20100730,0.070384,0.068688,0.059940,0.058682,0.068778,1101.60,15878676500.00,6588,14836977600.00,6538
20100831,-0.042887,-0.045012,-0.047566,-0.049083,-0.047449,1049.33,15154372500.00,6586,15853913100.00,6556
20100930,0.091668,0.089789,0.096402,0.094485,0.087551,1141.20,16533963700.00,6596,15144959300.00,6554
20101029,0.038606,0.037086,0.040681,0.039488,0.036856,1183.26,17181005300.00,6592,16505520100.00,6558
20101130,0.005121,0.002922,0.010736,0.008972,-0.002290,1180.55,17353262100.00,6600,17150779200.00,6557
20101231,0.067213,0.064883,0.068851,0.065469,0.065300,1257.64,18509211800.00,6596,17332168000.00,6543
20110131,0.019190,0.018237,0.014412,0.013611,0.022646,1286.12,18930105200.00,6614,18497965200.00,6570
20110228,0.038168,0.036236,0.037036,0.035725,0.031957,1327.22,19620944900.00,6631,18915549100.00,6590
20110331,0.003343,0.001760,0.008605,0.006786,-0.001047,1325.83,19695999400.00,6638,19596884500.00,6593
20110429,0.028602,0.027489,0.019203,0.018109,0.028495,1363.61,20216241000.00,6647,19601612800.00,6594
20110531,-0.014957,-0.016966,-0.018549,-0.020191,-0.013501,1345.20,19869074700.00,6688,20181986400.00,6619
20110630,-0.018453,-0.020216,-0.024106,-0.026251,-0.018258,1320.64,19451866600.00,6693,19815762700.00,6641
20110729,-0.022550,-0.023689,-0.021813,-0.022838,-0.021474,1292.28,18993937800.00,6690,19417748600.00,6657
20110831,-0.057597,-0.059737,-0.075715,-0.077329,-0.056791,1218.89,17830688800.00,6702,18976409400.00,6673
20110930,-0.085030,-0.086719,-0.100920,-0.102888,-0.071762,1131.42,16255929200.00,6714,17797847100.00,6677
20111031,0.114215,0.112805,0.107697,0.106575,0.107723,1253.30,18064548600.00,6707,16235905800.00,6679
20111130,-0.006273,-0.008941,-0.020645,-0.022480,-0.005059,1246.96,17863640100.00,6708,18042742800.00,6670
20111230,0.003671,0.001424,-0.003561,-0.007020,0.008533,1257.60,17892318800.00,6685,17838103200.00,6654
20120131,0.054140,0.052992,0.085342,0.084432,0.043583,1312.41,18861065300.00,6683,17871705300.00,6652
20120229,0.041253,0.038980,0.036494,0.035003,0.040589,1365.68,19589828300.00,6711,18841165200.00,6647
20120330,0.024039,0.022157,0.017608,0.015303,0.031332,1408.47,20064607600.00,6727,19570575500.00,6684
20120430,-0.006840,-0.008057,-0.009106,-0.010235,-0.007497,1397.91,19922447300.00,6733,20021514700.00,6697
20120531,-0.065641,-0.068056,-0.068418,-0.070388,-0.062651,1310.33,18570626400.00,6739,19876360700.00,6705
20120629,0.038181,0.036079,0.034188,0.031622,0.039555,1362.16,19247477200.00,6734,18563167600.00,6711
20120731,0.010306,0.009054,-0.003281,-0.004484,0.012598,1379.32,19420819300.00,6725,19198109700.00,6692
20120831,0.026336,0.023737,0.024819,0.022964,0.019763,1406.58,19857242600.00,6687,19398844600.00,6664
20120928,0.026532,0.024583,0.034925,0.032690,0.024236,1440.67,20415173600.00,6673,19851970800.00,6653
20121031,-0.014064,-0.015511,-0.013477,-0.014781,-0.019789,1412.16,20102147600.00,6646,20390059000.00,6598
20121130,0.006219,0.002978,0.002790,0.000142,0.002847,1416.18,20159604300.00,6642,20097208400.00,6620
20121231,0.012580,0.009031,0.021872,0.016406,0.007068,1426.19,20371094800.00,6627,20125841700.00,6598
20130131,0.054189,0.052983,0.063509,0.062680,0.050428,1498.11,21497921100.00,6626,20358664400.00,6604
20130228,0.008284,0.006081,0.003491,0.002051,0.011061,1514.68,21598104500.00,6621,21457290300.00,6586
20130328,0.035320,0.033552,0.031419,0.029529,0.035988,1569.19,22381977300.00,6607,21587937500.00,6583
20130430,0.014942,0.013768,0.002477,0.001376,0.018086,1597.57,22706261400.00,6615,22371460000.00,6569
20130531,0.019155,0.016594,0.023985,0.022131,0.020763,1630.74,23132739700.00,6639,22680304300.00,6583
20130628,-0.015071,-0.017088,-0.013012,-0.015631,-0.014999,1606.28,22725032100.00,6658,23087143900.00,6607
20130731,0.052690,0.051255,0.054898,0.053720,0.049462,1685.73,23900163700.00,6673,22682742200.00,6626
20130830,-0.025761,-0.027938,-0.017278,-0.019029,-0.031298,1632.97,23240522100.00,6695,23895224100.00,6654
20130930,0.037514,0.035716,0.051828,0.049754,0.029749,1681.55,24112742100.00,6719,23222822800.00,6676
20131031,0.039908,0.038623,0.025762,0.024591,0.044596,1756.54,25041127900.00,6749,24057249300.00,6679
20131129,0.024973,0.022848,0.023398,0.021660,0.028049,1805.81,25646164400.00,6759,25018138600.00,6707
20131231,0.026159,0.024103,0.025240,0.022010,0.023563,1848.36,26313122700.00,6765,25617790300.00,6732
20140131,-0.030047,-0.031152,-0.001282,-0.002254,-0.035583,1782.59,25511799000.00,6801,26294403100.00,6743
20140228,0.046225,0.043990,0.044257,0.042687,0.043117,1859.45,26678363700.00,6810,25481223200.00,6765
20140331,0.004544,0.002823,0.001028,-0.001095,0.006932,1872.34,26821611900.00,6838,26669118400.00,6780
20140430,0.001569,0.000406,-0.022319,-0.023436,0.006201,1883.95,26904662600.00,6868,26806457500.00,6817
20140530,0.020260,0.018052,0.006647,0.004858,0.021030,1923.57,27388550800.00,6900,26876850000.00,6847
20140630,0.027991,0.026004,0.039501,0.037053,0.019058,1960.23,28146714900.00,6942,27370294900.00,6874
20140731,-0.020567,-0.021860,-0.035223,-0.036411,-0.015080,1930.67,27568082800.00,6975,28103994000.00,6913
20140829,0.040225,0.038222,0.033697,0.032156,0.037655,2003.37,28614310100.00,6995,27544179000.00,6950
20140930,-0.025209,-0.026906,-0.044988,-0.046891,-0.015514,1972.29,27873314200.00,7000,28593633400.00,6955
20141031,0.021174,0.019927,0.014199,0.012956,0.023201,2018.05,28463522100.00,7028,27863922200.00,6958
20141128,0.021114,0.018948,-0.002458,-0.004155,0.024534,2067.56,29060581500.00,7051,28389147700.00,6991
20141231,-0.003662,-0.005800,-0.000189,-0.003562,-0.004189,2058.90,28985498000.00,7046,29005713400.00,7004
20150130,-0.027207,-0.028277,-0.019073,-0.020095,-0.031041,1994.99,28086170300.00,7035,28836564700.00,6999
20150227,0.055974,0.053658,0.054120,0.052497,0.054893,2104.50,29575873800.00,7043,28032977500.00,7004
20150331,-0.010410,-0.012224,-0.005112,-0.007204,-0.017396,2067.89,29206414000.00,7051,29470998300.00,7009
20150430,0.008776,0.007629,0.015127,0.013989,0.008521,2085.51,29441931400.00,7069,29171338000.00,7023
20150529,0.010290,0.008128,0.003970,0.002321,0.010491,2107.39,29633839600.00,7094,29374697100.00,7047
20150630,-0.019238,-0.021178,-0.013459,-0.015955,-0.021012,2063.11,29029016600.00,7140,29584147500.00,7069
20150731,0.012110,0.010898,-0.027130,-0.028373,0.019742,2103.84,29366871100.00,7194,28881457200.00,7106
20150831,-0.059982,-0.062049,-0.047295,-0.049308,-0.062581,1972.18,27495410300.00,7197,29312489600.00,7151
20150930,-0.033793,-0.035730,-0.049906,-0.052203,-0.026443,1920.03,26492899200.00,7201,27476540700.00,7160
20151030,0.074006,0.072611,0.052851,0.051491,0.082983,2079.36,28385234700.00,7199,26457129600.00,7151
20151130,0.002410,0.000141,0.007326,0.005428,0.000505,2080.41,28361812900.00,7221,28353158100.00,7174
20151231,-0.022227,-0.024463,-0.035860,-0.039425,-0.017530,2043.94,27668410700.00,7206,28277287300.00,7175
20160129,-0.057148,-0.058317,-0.074934,-0.076158,-0.050735,1940.24,26013134300.00,7173,27606408100.00,7165
20160229,0.000613,-0.001810,0.005564,0.003636,-0.004128,1932.23,25809998300.00,7148,25900140600.00,7133
20160331,0.070554,0.068185,0.078181,0.075537,0.065991,2059.74,27537208800.00,7133,25765420600.00,7104
20160429,0.011725,0.010491,0.039818,0.038582,0.002699,2065.30,27819854200.00,7125,27485525600.00,7085
20160531,0.014354,0.011939,-0.000584,-0.002369,0.015329,2096.96,28066634400.00,7107,27706401000.00,7075
20160630,0.002929,0.000858,0.005847,0.003038,0.000906,2098.86,28103151400.00,7119,28010465400.00,7075
20160729,0.038849,0.037602,0.049900,0.048772,0.035610,2173.60,29174922200.00,7115,28055735400.00,7073
20160831,0.002806,0.000469,0.012873,0.011095,-0.001219,2170.95,29190388100.00,7075,29148634000.00,7052
20160930,0.003015,0.001238,0.015368,0.013387,-0.001234,2168.27,29174188100.00,7074,29042452100.00,7019
20161031,-0.021566,-0.022810,-0.039930,-0.041014,-0.019426,2126.15,28535250600.00,7084,29142570100.00,7039
20161130,0.040543,0.038094,0.050508,0.048694,0.034174,2198.81,29640157800.00,7075,28502605200.00,7041
20161230,0.018772,0.016637,0.015897,0.012417,0.018201,2238.83,30152343800.00,7055,29584556800.00,7025
20170131,0.022173,0.021149,0.025937,0.025080,0.017884,2278.87,30853591500.00,7055,30104174600.00,7025
20170228,0.032623,0.030521,0.017121,0.015547,0.037198,2363.64,31805160900.00,7048,30796459600.00,7028
20170331,0.002064,0.000194,0.006378,0.004393,-0.000389,2362.72,31837669600.00,7044,31752200100.00,7005
20170428,0.009657,0.008538,0.003709,0.002711,0.009091,2384.20,32144352400.00,7049,31780038200.00,7010
20170531,0.009335,0.006985,-0.011302,-0.012994,0.011576,2411.80,32423268300.00,7059,32130708800.00,7022
20170630,0.009580,0.007699,0.022960,0.020491,0.004814,2423.41,32689344500.00,7071,32324806200.00,7021
20170731,0.020294,0.018910,0.009082,0.008024,0.019349,2470.30,33227846900.00,7053,32564836700.00,7020
20170831,0.001593,-0.000645,-0.008726,-0.010292,0.000546,2471.65,33127967300.00,7027,33088940900.00,6994
20170929,0.023758,0.022151,0.046845,0.044811,0.019303,2519.36,33839081200.00,6998,32911405600.00,6959
20171031,0.019294,0.018210,0.002239,0.001224,0.022188,2575.26,34469618100.00,7010,33797697700.00,6949
20171130,0.027260,0.024932,0.020843,0.019003,0.028083,2647.58,35329234900.00,7054,34420277500.00,6976
20171229,0.012129,0.010273,0.014185,0.011109,0.009832,2673.61,35727169700.00,7049,35291768200.00,7010
20180131,0.050638,0.049686,0.029441,0.028637,0.056179,2823.81,37599134600.00,7072,35694281200.00,7028
20180228,-0.039481,-0.041350,-0.040026,-0.041468,-0.038947,2713.83,36014120600.00,7093,37576426900.00,7048
20180329,-0.018445,-0.020312,0.001242,-0.001052,-0.026885,2640.87,35241121200.00,7095,35962334700.00,7061
20180430,0.004692,0.003584,0.008169,0.007045,0.002719,2648.05,35370361600.00,7085,35170155100.00,6993
20180531,0.026164,0.023868,0.034593,0.032893,0.021608,2705.27,36263281300.00,7107,35342851000.00,7052
20180629,0.005365,0.003582,0.002790,0.000039,0.004842,2718.37,36288942800.00,7133,36102647100.00,7066
20180731,0.031604,0.030468,0.006837,0.005796,0.036022,2816.29,37417996100.00,7159,36214923800.00,7104
20180831,0.030233,0.027765,0.019201,0.017262,0.030263,2901.52,38384779100.00,7165,37352624400.00,7129
20180928,0.000425,-0.001212,-0.010332,-0.012399,0.004294,2913.98,38308557300.00,7192,38341203100.00,7138
20181031,-0.074045,-0.075113,-0.082375,-0.083353,-0.069403,2711.74,35448627500.00,7218,38172746500.00,7155
20181130,0.018512,0.016171,0.000656,-0.001152,0.017859,2760.17,35936120400.00,7225,35322081500.00,7183
20181231,-0.089890,-0.092124,-0.099321,-0.102875,-0.091777,2506.85,32574916300.00,7206,35798656200.00,7161
20190131,0.088294,0.087067,0.120260,0.119340,0.078684,2704.10,35370181000.00,7204,32534069700.00,7168
20190228,0.032724,0.030666,0.038572,0.037065,0.029729,2784.49,36362507000.00,7186,35314708900.00,7156
20190329,0.012962,0.011140,-0.003908,-0.006087,0.017924,2834.40,36757421800.00,7181,36247026100.00,7141
20190430,0.037893,0.036700,0.020355,0.019162,0.039313,2945.83,38105983000.00,7195,36716878700.00,7145
20190531,-0.061679,-0.063898,-0.064571,-0.066402,-0.065778,2752.06,35726100000.00,7232,38083433400.00,7165
20190628,0.067279,0.065283,0.049002,0.046094,0.068930,2941.76,38172922500.00,7253,35715049000.00,7207
20190731,0.011854,0.010701,-0.005245,-0.006280,0.013128,2980.38,38562579500.00,7270,38035057000.00,7212
20190830,-0.020339,-0.022372,-0.040001,-0.041599,-0.018092,2926.46,37654795700.00,7261,38501676900.00,7247
20190930,0.016033,0.014169,0.017681,0.015360,0.017181,2976.74,38169253100.00,7272,37609484400.00,7225
20191031,0.019256,0.018085,0.006291,0.005261,0.020432,3037.56,38822254800.00,7283,38132940600.00,7229
20191129,0.034997,0.032983,0.026601,0.024938,0.034047,3140.98,40069781700.00,7272,38726520400.00,7239
20191231,0.028491,0.026244,0.044379,0.040641,0.028590,3230.78,41157236700.00,7254,39998576100.00,7208
20200131,-0.001728,-0.002849,-0.013334,-0.014200,-0.001628,3225.52,41059757700.00,7267,41115952200.00,7225
20200228,-0.077918,-0.079868,-0.069814,-0.071321,-0.084110,2954.22,37777523500.00,7253,41042519300.00,7213
20200331,-0.141733,-0.143685,-0.207501,-0.209773,-0.125119,2584.59,32333523500.00,7226,37748182900.00,7209
20200430,0.129674,0.128408,0.153868,0.152519,0.126844,2912.43,36503291100.00,7224,32234535000.00,7195
20200529,0.053739,0.051688,0.064070,0.062277,0.045282,3044.31,38384816900.00,7217,36424260900.00,7187
20200630,0.025299,0.023522,0.057391,0.054855,0.018388,3100.29,39436120400.00,7244,38363518200.00,7177
20200731,0.055529,0.054408,0.040737,0.039671,0.055101,3271.12,41718217700.00,7273,39414301600.00,7212
20200831,0.068442,0.066798,0.038884,0.037315,0.070065,3500.31,44609402200.00,7286,41706142600.00,7230
20200930,-0.035056,-0.036515,-0.027356,-0.029264,-0.039228,3363.00,43121775800.00,7336,44602549300.00,7249
20201030,-0.020178,-0.021218,0.000584,-0.000483,-0.027666,3269.96,42298179300.00,7397,43027004600.00,7289
20201130,0.123707,0.122019,0.174412,0.172530,0.107546,3621.63,47542007300.00,7457,42190158200.00,7363
20201231,0.045048,0.043244,0.072853,0.069761,0.037121,3756.07,49839559100.00,7525,47504426600.00,7418
20210129,-0.000631,-0.001611,0.073192,0.072453,-0.011137,3714.24,49930872400.00,7606,49779161700.00,7505
20210226,0.029196,0.027888,0.067528,0.066370,0.026091,3811.15,51546801300.00,7692,49917477200.00,7587
20210331,0.030573,0.029086,0.012449,0.010736,0.042439,3972.89,53473747600.00,7838,51515502400.00,7643
20210430,0.048190,0.047301,0.016612,0.015805,0.052425,4181.17,56258377600.00,7978,53409851800.00,7798
20210528,0.007092,0.005786,0.013179,0.011995,0.005487,4204.11,56748770900.00,8085,56229959500.00,7957
20210630,0.023422,0.022021,0.021482,0.019631,0.022214,4297.50,58260028200.00,8186,56708005100.00,8053
20210730,0.011828,0.010952,-0.033644,-0.034465,0.022748,4395.26,59040108000.00,8310,58160222800.00,8161
20210831,0.027147,0.025842,0.018892,0.017615,0.028990,4522.68,60679612400.00,8367,58990420900.00,8280
20210930,-0.042243,-0.043531,-0.028472,-0.030084,-0.047569,4307.54,58231522300.00,8473,60658547300.00,8337
20211029,0.064657,0.063766,0.026557,0.025517,0.069144,4605.38,62097678900.00,8548,58182951200.00,8419
20211130,-0.018347,-0.019703,-0.046540,-0.047915,-0.008334,4567.00,61043526600.00,8644,62048638200.00,8513
20211231,0.033345,0.031577,-0.001760,-0.004799,0.043613,4766.18,63143449000.00,8750,60958139400.00,8598
20220131,-0.059754,-0.060500,-0.068191,-0.068869,-0.052585,4515.55,59345180600.00,8832,63099225400.00,8722
20220228,-0.022027,-0.023310,-0.007667,-0.008624,-0.031361,4373.94,58017718400.00,8895,59218603400.00,8802
20220331,0.030696,0.029129,0.015438,0.013759,0.035773,4530.41,59716963000.00,8917,57943277400.00,8854
